0.000000000000000000e+00 2.070000000000000000e+02
1.000000000000000000e+00 5.120000000000000000e+02
2.000000000000000000e+00 5.380000000000000000e+02
3.000000000000000000e+00 5.540000000000000000e+02
4.000000000000000000e+00 5.620000000000000000e+02
5.000000000000000000e+00 5.680000000000000000e+02
6.000000000000000000e+00 5.740000000000000000e+02
7.000000000000000000e+00 5.780000000000000000e+02
8.000000000000000000e+00 5.790000000000000000e+02
9.000000000000000000e+00 5.850000000000000000e+02
1.000000000000000000e+01 5.840000000000000000e+02
1.100000000000000000e+01 5.850000000000000000e+02
1.200000000000000000e+01 5.870000000000000000e+02
1.300000000000000000e+01 5.870000000000000000e+02
1.400000000000000000e+01 5.880000000000000000e+02
1.500000000000000000e+01 5.930000000000000000e+02
1.600000000000000000e+01 5.930000000000000000e+02
1.700000000000000000e+01 5.940000000000000000e+02
1.800000000000000000e+01 5.970000000000000000e+02
1.900000000000000000e+01 5.960000000000000000e+02
2.000000000000000000e+01 5.970000000000000000e+02
2.100000000000000000e+01 5.980000000000000000e+02
2.200000000000000000e+01 6.010000000000000000e+02
2.300000000000000000e+01 6.010000000000000000e+02
2.400000000000000000e+01 6.030000000000000000e+02
2.500000000000000000e+01 6.040000000000000000e+02
2.600000000000000000e+01 6.030000000000000000e+02
2.700000000000000000e+01 6.040000000000000000e+02
2.800000000000000000e+01 6.050000000000000000e+02
2.900000000000000000e+01 6.050000000000000000e+02
3.000000000000000000e+01 6.040000000000000000e+02
3.100000000000000000e+01 6.050000000000000000e+02
3.200000000000000000e+01 6.050000000000000000e+02
3.300000000000000000e+01 6.060000000000000000e+02
3.400000000000000000e+01 6.090000000000000000e+02
3.500000000000000000e+01 6.090000000000000000e+02
3.600000000000000000e+01 6.090000000000000000e+02
3.700000000000000000e+01 6.100000000000000000e+02
3.800000000000000000e+01 6.120000000000000000e+02
3.900000000000000000e+01 6.130000000000000000e+02
4.000000000000000000e+01 6.130000000000000000e+02
4.100000000000000000e+01 6.130000000000000000e+02
4.200000000000000000e+01 6.120000000000000000e+02
4.300000000000000000e+01 6.120000000000000000e+02
4.400000000000000000e+01 6.130000000000000000e+02
4.500000000000000000e+01 6.130000000000000000e+02
4.600000000000000000e+01 6.130000000000000000e+02
4.700000000000000000e+01 6.130000000000000000e+02
4.800000000000000000e+01 6.130000000000000000e+02
4.900000000000000000e+01 6.130000000000000000e+02
5.000000000000000000e+01 6.140000000000000000e+02
